Title,Price,Price/m²,Location,Area,Bedrooms,Bathrooms,Image URL,Listing URL
Apartments Without Finish For sale in Hyde Park Compound,"11,660,000
    EGP","-134,022EGP/m",Greater Cairo  /  Hyde Park Compound,87m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/1912/5e08bda0dca17144329073.jpg,https://aqarmap.com.eg/en/listing/5810768-for-sale-cairo-new-cairo-compounds-hyde-park/
Apartments For sale in Makany Compound - El Mansour,"4,609,995
    EGP","-30,529EGP/m",Greater Cairo  /  Makany Compound - El Mansour,151m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2109/6141a92b61859883708003.jpg,https://aqarmap.com.eg/en/listing/5883306-for-sale-cairo-new-cairo-el-kattameya-compounds-in-kattameya-kmbwnd-mkny-lmnswr-llttwyr/
with 25% dp apartment for sale 115m in compound ashrafeya new cairo,"4,237,290
    EGP","-36,846EGP/m",Greater Cairo  /  El Ashrafia Compound - Arabia,115m²,2,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67fe7a7eca58d740351362.jpeg,https://aqarmap.com.eg/en/listing/5863711-for-sale-cairo-new-cairo-compounds-el-ashrafia/
Twin House For sale in Solimar Green 4 Compound,"13,000,000
    EGP","-51,587EGP/m",Greater Cairo  /  Green 4 Compound - Mabany Edris,252m²,6,5,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67e15749d198e644544228.jpg,https://aqarmap.com.eg/en/listing/5753696-for-sale-cairo-6th-of-october-compounds-green-4/
Shops For sale,"2,860,000
    EGP","-143,000EGP/m",Greater Cairo  /  Stone Capital Mall - Emerald ,20m²,N/A,N/A,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67f626f97f36f781112640.jpg,https://aqarmap.com.eg/en/listing/6004685-for-sale-cairo-new-administrative-capital-mu23-stone-capital-mall-emerald/
Clinics For sale in Compass Building - El Mansour,"3,666,900
    EGP","-107,850EGP/m",Greater Cairo  /  Compass Building - El Mansour ,34m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/68013d0607cb7296154200.jfif,https://aqarmap.com.eg/en/listing/5820164-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Apartment with Garden For sale in Soleya Compound - Inertia,"11,500,000
    EGP","-51,111EGP/m",Greater Cairo  /  Soleya Compound - Inertia,225m²,4,4,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67d2d7b1ca011685203401.jpg,https://aqarmap.com.eg/en/listing/5717358-for-sale-cairo-6th-of-october-compounds-soleya/
Clinics For sale in Compass Building - El Mansour,"7,080,840
    EGP","-107,285EGP/m",Greater Cairo  /  Compass Building - El Mansour ,66m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/6810f8867d8b1020489942.jpg,https://aqarmap.com.eg/en/listing/5861499-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Clinics For sale in Compass Building - El Mansour,"3,616,200
    EGP","-109,581EGP/m",Greater Cairo  /  Compass Building - El Mansour ,33m²,1,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/68013d997a0ab224737574.jpg,https://aqarmap.com.eg/en/listing/5820161-for-sale-cairo-el-maadi-zahraa-el-maadi-compass-building-el-mansour/
Apartment for sale with a 50% down payment and payment facilities up to 4 years,"4,375,000
    EGP","-25,000EGP/m",Greater Cairo  /  Next Point - Next home,175m²,3,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68501aa936e36775135314.jpg,https://aqarmap.com.eg/en/listing/6015601-for-sale-cairo-mokattam-el-hadabah-el-wosta-compounds-next-point/
"124m apartment, ultra super deluxe finishing, in New Heliopolis, Talala Compound","5,600,000
    EGP","-45,161EGP/m",Greater Cairo  /  Talala Compound - Madinet Masr,124m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/685400cc85d37657962378.jpg,https://aqarmap.com.eg/en/listing/6023709-for-sale-cairo-new-heliopolis-compounds-talala-compound-madinet-masr/
Apartments For sale in Suez Rd,"7,400,000
    EGP","-59,677EGP/m",Greater Cairo  /  Suez Rd,124m²,2,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68544c4306303839407607.jpg,https://aqarmap.com.eg/en/listing/6024663-for-sale-cairo-new-cairo-suez-rd/
Fully Finished Apartment With Best Price - Ready To Move,"11,000,000
    EGP","-70,967EGP/m",Greater Cairo  /  Taj Sultan - Taj City Compound,155m²,3,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6817541e174f2128538324.jpg,https://aqarmap.com.eg/en/listing/5877090-for-sale-cairo-new-cairo-compounds-tag-city-taj-sultan/
Best Price For 170 m Ap. With View–iCity New cairo,"6,100,000
    EGP","-35,882EGP/m",Greater Cairo  /  Club Park - Mountain View iCity Compound,170m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853d26581425234915167.jpeg,https://aqarmap.com.eg/en/listing/6023120-for-sale-cairo-new-cairo-compounds-mwntn-fyw-y-syty-club-park-mountain-view-icity/
Installment apartments in Sheikh Zayed - Calm Residence,"9,135,000
    EGP","-52,500EGP/m",Greater Cairo  /  Calm Residence - DCM,174m²,3,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853d23eb6cfa279455342.jpg,https://aqarmap.com.eg/en/listing/6023132-for-sale-cairo-el-sheikh-zayed-city-compounds-calm-residence-dcm/
Office 65m For Sale Ready To Move in Hyde Park,"6,300,000
    EGP","-96,923EGP/m",Greater Cairo  /  Centre Ville - Hyde Park Compound	,65m²,3,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2503/67dbd4174fbc0494711090.jpg,https://aqarmap.com.eg/en/listing/5740237-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
Fully finished Office for Sale - 240 sqm - in Sheraton - Nasr St. - K-ES 07,"8,000,000
    EGP","-33,333EGP/m",Greater Cairo  /  El Nasr St.,240m²,4,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2410/6717a11659842882692776.jpg,https://aqarmap.com.eg/en/listing/6003021-for-sale-cairo-heliopolis-sheraton-el-nasr-st/
"Commercial store for sale near Maadi Circle, Central Hill, Mokattam, in installments","2,350,000
    EGP","-50,000EGP/m",Greater Cairo  /  Next Point - Next home,47m²,N/A,N/A,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68582b26cac64352973825.jpg,https://aqarmap.com.eg/en/listing/6034438-for-sale-cairo-mokattam-el-hadabah-el-wosta-compounds-next-point/
Townhouse for sale with a special discount in New Cairo - CH,"7,235,000
    EGP","-45,218EGP/m",Greater Cairo  /  Rai - Sarai Compound,160m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/683b0e0a5baae271911988.jpg,https://aqarmap.com.eg/en/listing/5977206-for-sale-cairo-new-cairo-compounds-sarai-rai/
Apartments For sale in Suez Rd,"3,500,000
    EGP","-53,846EGP/m",Greater Cairo  /  Suez Rd,65m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68544a86b24f0680218585.jpg,https://aqarmap.com.eg/en/listing/6024645-for-sale-cairo-new-cairo-suez-rd/
Apartment With Very Prime Location Installment 10Y,"6,800,000
    EGP","-42,500EGP/m",Greater Cairo  /  The Icon Gardens Compound - Style Home,160m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681f66197a401822470505.jpg,https://aqarmap.com.eg/en/listing/5895921-for-sale-cairo-new-cairo-compounds-the-icon-gardens-compound-style-home/
Apartment with Private Garden near Cairo University – 154m² in Sheikh Zayed,"7,700,000
    EGP","-50,000EGP/m",Greater Cairo  /  Calm Residence - DCM,154m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853ecae528e9192753720.jpg,https://aqarmap.com.eg/en/listing/6023402-for-sale-cairo-el-sheikh-zayed-city-compounds-calm-residence-dcm/
Apartment for sale with a 50% down payment and payment facilities up to 4 years,"3,100,000
    EGP","-25,000EGP/m",Greater Cairo  /  Next Point - Next home,124m²,2,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68582df3abfec810307719.jpg,https://aqarmap.com.eg/en/listing/6034459-for-sale-cairo-mokattam-el-hadabah-el-wosta-compounds-next-point/
Villa for sale with no down payment and installments over 12 years in a compound in Mostakbal City – Sarai Compound,"8,132,500
    EGP","-38,360EGP/m",Greater Cairo  /  Club Views - Sarai Compound,212m²,4,4,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681f5ab37c7f6850014671.jpg,https://aqarmap.com.eg/en/listing/5895724-for-sale-cairo-new-cairo-compounds-sarai-club-views-sarai-compound/
Own now Apartment with GARDEN RESALE in TAG CITY,"5,900,000
    EGP","-53,636EGP/m",Greater Cairo  /  Taj Sultan - Taj City Compound,110m²,2,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68517cd304726148056315.jpg,https://aqarmap.com.eg/en/listing/6018485-for-sale-cairo-new-cairo-compounds-tag-city-taj-sultan/
Apartment with Private Garden near Royal City  – 160m² in Sheikh Zayed,"8,400,000
    EGP","-52,500EGP/m",Greater Cairo  /  Calm Residence - DCM,160m²,3,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853fdf0c40d5619282898.jpg,https://aqarmap.com.eg/en/listing/6023670-for-sale-cairo-el-sheikh-zayed-city-compounds-calm-residence-dcm/
Apartment for sale with a 50% down payment and payment facilities up to 4 years,"4,375,000
    EGP","-25,000EGP/m",Greater Cairo  /  Next Point - Next home,175m²,3,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68582e77c0985790250032.jpg,https://aqarmap.com.eg/en/listing/6034467-for-sale-cairo-mokattam-el-hadabah-el-wosta-compounds-next-point/
S Villa With Special Price And Ready To Move,"9,650,000
    EGP","-37,115EGP/m",Greater Cairo  /  Sarai Compound - Madinet Masr,260m²,4,4,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6819f11e66ff3334811671.jpg,https://aqarmap.com.eg/en/listing/5882231-for-sale-cairo-new-cairo-compounds-sarai/
Apartment for sale with a 30% down payment and payment facilities up to 10 years,"3,500,000
    EGP","-35,000EGP/m",Greater Cairo  /  Next Life Compound - Next Home,100m²,2,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68501f082c3ac754695157.jpg,https://aqarmap.com.eg/en/listing/6015681-for-sale-cairo-el-maadi-zahraa-el-maadi-next-life-next-home/
Apartments For sale in Origami Gardens - Taj City Compound,"7,800,000
    EGP","-60,000EGP/m",Greater Cairo  /  Origami Gardens - Taj City Compound,130m²,2,2,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68513ba4c2919335233081.png,https://aqarmap.com.eg/en/listing/6017464-for-sale-cairo-new-cairo-compounds-tag-city-origami-gardens-taj-city-compound/
Duplex For sale in El Banafsag 12,"12,750,000
    EGP","-25,500EGP/m",Greater Cairo  /  El Banafsag 12,500m²,6,5,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6852c0291aeb8999296412.jpg,https://aqarmap.com.eg/en/listing/6021273-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-12/
An unrepeatable opportunity with 13-year installments. Your villa is located behind Mall of Arabia in Park Valley Compound.,"8,000,000
    EGP","-30,651EGP/m",Greater Cairo  /  Park Valley Diwan Compound - EFID,261m²,4,4,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68591146a3561854450093.jpeg,https://aqarmap.com.eg/en/listing/6035830-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-park-valley-diwan-compound-efid/
Administrative Building 4800 Sqm For sale in  - District 5 Compound,"768,000,000
    EGP","-160,000EGP/m",Greater Cairo  /  District 5 Compound - Marakez,4800m²,4,10,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67ff7bc1b86cf702990169.jpg,https://aqarmap.com.eg/en/listing/5813911-for-sale-cairo-new-cairo-compounds-district-5/
Apartments For sale in Privado Compound - TMG,"9,430,000
    EGP","-64,149EGP/m",Greater Cairo  /  Privado Compound - TMG,147m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2402/65d0ee1602f6d356279936.png,https://aqarmap.com.eg/en/listing/6003024-for-sale-cairo-new-cairo-madinaty-bryfdw/
"Palace For sale in Group 10Luxury Palace for Sale in Madinaty – 7 Bedrooms, Fully Paid, Largest Model, Ready on the Biggest Garden – Best Price, Exceptional Opportunity","58,000,000
    EGP","-85,672EGP/m",Greater Cairo  /  Group 10,677m²,7,7,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683d631a9845e233124974.jpg,https://aqarmap.com.eg/en/listing/5982575-for-sale-cairo-new-cairo-madinaty-lmntq-lthnyh-fylt-group-10/
Office in a prime location for sale in District 5,"11,500,000
    EGP","-143,750EGP/m",Greater Cairo  /  D Park - District 5 Compound,80m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68526f3a1c1c2429519935.jpeg,https://aqarmap.com.eg/en/listing/6020272-for-sale-cairo-new-cairo-compounds-district-5-d-park-district-5-compound-marakez/
For sale - Apartments 178 M² Extra super lux in Moraya Compound - Edge Stone,"4,950,000
    EGP","-27,808EGP/m",Greater Cairo  /  Moraya Compound - Edge Stone,178m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2211/636ca7e402003177161891.jpg,https://aqarmap.com.eg/en/listing/5985854-for-sale-cairo-new-administrative-capital-r8-moraya-edge-stone/
Villa 239 m + Garden + Roof Saray Club View - View of the main club | 5% down payment and 12 installments,"19,500,000
    EGP","-62,700EGP/m",Greater Cairo  /  Elan - Sarai Compound,311m²,6,4,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6852abf9cd7aa477740327.jpeg,https://aqarmap.com.eg/en/listing/6021005-for-sale-cairo-new-cairo-compounds-sarai-elan-sarai-compound/
Land For sale in Golf Solimaniya Compound - Misr Tourism Development,"2,695,200
    EGP","-1,200EGP/m",Greater Cairo  /  New Sphinx City,2246m²,N/A,N/A,N/A,https://aqarmap.com.eg/en/listing/6015273-for-sale-cairo-el-sheikh-zayed-city-alex-cairo-desert-road-mdyn-sfnks-ljdyd/
Apartments For sale in Fifth Square Compound - AlMarasem,"16,990,000
    EGP","-101,130EGP/m",Greater Cairo  /  Fifth Square Compound - AlMarasem,168m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853d95b50cf3467528207.jpg,https://aqarmap.com.eg/en/listing/6023211-for-sale-cairo-new-cairo-compounds-fifth-square/
"Office for sale in Mivida Business Park, 528 sqm, fully finished","132,000,000
    EGP","-250,000EGP/m",Greater Cairo  /  Mivida Business Park - Mivida Compound,528m²,1,1,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67fba49a8e106021626436.jpg,https://aqarmap.com.eg/en/listing/5805402-for-sale-cairo-new-cairo-compounds-mivida-mivida-business-park-emaar/
Penthouse For sale in El Ashrafia Compound - Arabia,"8,447,506
    EGP","-27,696EGP/m",Greater Cairo  /  El Ashrafia Compound - Arabia,305m²,4,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6851428f2e102586805978.jpg,https://aqarmap.com.eg/en/listing/6017535-for-sale-cairo-new-cairo-compounds-el-ashrafia/
Apartments For sale in 90 Avenue Compound - Tabarak,"10,000,000
    EGP","-74,626EGP/m",Greater Cairo  /  90 Avenue Compound - Tabarak,134m²,2,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6819dcc592970764909148.jpg,https://aqarmap.com.eg/en/listing/5881985-for-sale-cairo-new-cairo-compounds-ninety-avenue/
Fully Finished office 151m for Sale in CFC New Cairo,"34,000,000
    EGP","-225,165EGP/m",Greater Cairo  /  The Podium Mall - Cairo Festival City Compound,151m²,4,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2504/67f63e720bb46529024291.jpg,https://aqarmap.com.eg/en/listing/5791251-for-sale-cairo-new-cairo-compounds-cairo-festival-city-dh-bwdywm-cairo-festival-city/
Apartment 80 m for sale in Sarai Compound at half price with installments over 12 years,"2,500,000
    EGP","-31,250EGP/m",Greater Cairo  /  Elan - Sarai Compound,80m²,1,1,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68529bbe72ab8619061493.jpg,https://aqarmap.com.eg/en/listing/6020709-for-sale-cairo-new-cairo-compounds-sarai-elan-sarai-compound/
Office 300 Sqm Ready To Move For Sale In Teseen Directly,"30,000,000
    EGP","-100,000EGP/m",Greater Cairo  /  Northern 90th St.,300m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6823271cc8ae2650727163.jpg,https://aqarmap.com.eg/en/listing/5908070-for-sale-cairo-new-cairo-90th-street-northern-90th-street/
Properties For sale in Shalya - Taj City Compound,"4,900,000
    EGP","-56,976EGP/m",Greater Cairo  /  Shalya - Taj City Compound,86m²,N/A,N/A,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68527c669976c570227307.jpg,https://aqarmap.com.eg/en/listing/6020334-for-sale-cairo-new-cairo-compounds-tag-city-shalya-taj-city/
Sky Villa for sale in Sarai – 95 sqm + 27 sqm roof | 12 years installments without annual payments or down payments Send feedback Side panels History Saved Translation results available,"6,737,000
    EGP","-70,915EGP/m",Greater Cairo  /  Esse Residence - Sarai,95m²,1,2,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68529c7345be2695394828.jpeg,https://aqarmap.com.eg/en/listing/6020732-for-sale-cairo-new-cairo-compounds-sarai-esse-residence-sarai/
Town House For sale in Golden Square,"24,000,000
    EGP","-110,091EGP/m",Greater Cairo  /  Golden Square,218m²,4,5,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6853db09a049f692462504.jpg,https://aqarmap.com.eg/en/listing/6023228-for-sale-cairo-new-cairo-golden-square/
"Land for sale in October City, New District, Block 5, in front of Badya Compound","6,250,000
    EGP","-13,888EGP/m",Greater Cairo  /  New October,450m²,N/A,N/A,N/A,https://aqarmap.com.eg/en/listing/5864187-for-sale-cairo-6th-of-october-new-october/
penthouse 155+55 roof in trio gardens landescape view,"7,500,000
    EGP","-48,387EGP/m",Greater Cairo  /  Trio Gardens Compound - M Squared,155m²,2,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6851876416044681610301.jpg,https://aqarmap.com.eg/en/listing/6018618-for-sale-cairo-new-cairo-compounds-trio-gardens/
Penthouse with Terrace 92m | Stone Residence | RTM,"8,200,000
    EGP","-37,272EGP/m",Greater Cairo  /  Stone Residence - PRE,220m²,4,4,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6851796d372aa674885026.jpg,https://aqarmap.com.eg/en/listing/6018400-for-sale-cairo-new-cairo-compounds-stwn-ryzydns-by-ar-y-llttwyr/
Duplex For sale in Ja’far ibn Abi Talib St.,"14,000,000
    EGP","-40,000EGP/m",Greater Cairo  /  Ja’far ibn Abi Talib St.,350m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684e90073a2c9754946477.jpeg,https://aqarmap.com.eg/en/listing/6012957-for-sale-cairo-new-cairo-el-yassamin-el-yasmeen-2-jafar-ibn-abi-talib-st/
Villa for sale in Sarai Compound with installments over 12 years,"9,800,000
    EGP","-41,004EGP/m",Greater Cairo  /  Elan - Sarai Compound,239m²,5,3,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68527c3b4b3b1090710519.jpg,https://aqarmap.com.eg/en/listing/6020315-for-sale-cairo-new-cairo-compounds-sarai-elan-sarai-compound/
"Ground floor apartment with garden for sale in First District, Beit El Watan - New Cairo","5,363,291
    EGP","-25,539EGP/m",Greater Cairo  /  First Neighborhood,210m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683ec98d6bfb1754821463.jpeg,https://aqarmap.com.eg/en/listing/5985938-for-sale-cairo-new-cairo-bait-el-watan-first-neighborhood/
شقة للبيع مرخصة A Class برايم لوكيشن بانوراما بالكامل ع ش اللبيني الرئيسي هرم,"2,250,000
    EGP","-15,000EGP/m",Greater Cairo  /  El Lebeny,150m²,3,2,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2410/66fdf612e15ee787347662.jpeg,https://aqarmap.com.eg/en/listing/5881104-for-sale-cairo-el-haram-el-lebeny/
RESALE Apartment Finished With Prime Location,"8,614,000
    EGP","-68,365EGP/m",Greater Cairo  /  Solana Compound - Ora ,126m²,2,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68514d168dc35740853076.jpg,https://aqarmap.com.eg/en/listing/6017700-for-sale-cairo-el-sheikh-zayed-city-lshykh-zyd-ljdyd-solana-compound-ora/
Apartments For sale in Lotus South,"4,300,000
    EGP","-28,666EGP/m",Greater Cairo  /  Lotus South,150m²,4,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68516e0d83554359999251.jpg,https://aqarmap.com.eg/en/listing/6018178-for-sale-cairo-new-cairo-el-lotus-lotus-south/
"Ground floor apartment with garden for sale in Third District, Beit El Watan, New Cairo","4,750,000
    EGP","-23,750EGP/m",Greater Cairo  /  Third Neighborhood,200m²,3,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683ecdcd3170a778223486.png,https://aqarmap.com.eg/en/listing/5985677-for-sale-cairo-new-cairo-bait-el-watan-third-neighborhood/
Fully Finished Apartment With Special Price - Ready To Move,"8,000,000
    EGP","-56,737EGP/m",Greater Cairo  /  Origami Gardens - Taj City Compound,141m²,3,2,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68517ec78f551787626347.jpeg,https://aqarmap.com.eg/en/listing/6018519-for-sale-cairo-new-cairo-compounds-tag-city-origami-gardens-taj-city-compound/
"Apartment for sale in Oscar Star project, Seventh District, Beit El Watan, New Cairo","5,152,026
    EGP","-27,848EGP/m",Greater Cairo  /  Seventh Neighborhood,185m²,3,3,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683ec65b68de0689853570.jpeg,https://aqarmap.com.eg/en/listing/5985899-for-sale-cairo-new-cairo-bait-el-watan-seventh-neighborhood/
APT READY TO MOVE Ultra Super Lux Prime Location,"11,500,000
    EGP","-59,585EGP/m",Greater Cairo  /  Palm Hills New Cairo - PHNC ,193m²,3,3,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68517cc496b04873388346.JPG,https://aqarmap.com.eg/en/listing/6018481-for-sale-cairo-new-cairo-compounds-blm-hylz-nyw-kyrw/
Studio for sale in ZED by Ora Developers – El Sheikh Zayed,"5,131,920
    EGP","-90,033EGP/m",Greater Cairo  /  Z Tower - ZED El Sheikh Zayed Compound,57m²,2,2,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/683f26f3b1cbd748468956.jpg,https://aqarmap.com.eg/en/listing/5987268-for-sale-cairo-el-sheikh-zayed-city-compounds-zyd-wr-llttwyr-z-tower/
"APT In Hyde Park With Installments, RTM - Finished","11,000,000
    EGP","-59,459EGP/m",Greater Cairo  /  Centre Ville - Hyde Park Compound	,185m²,1,1,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/6840165272371563515208.jpg,https://aqarmap.com.eg/en/listing/5988374-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
Apartment 85 sqm in Badya by Palm Hills Developments - October Gardens,"2,950,010
    EGP","-34,706EGP/m",Greater Cairo  /  Badya Compound - Palm Hills,85m²,1,1,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684561109b6a5702332092.png,https://aqarmap.com.eg/en/listing/5996118-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-badya-compound-palm-hills/
I Villa Roof In MVHP With special Price,"12,800,000
    EGP","-42,244EGP/m",Greater Cairo  /  Mountain View Hyde Park Compound,303m²,4,4,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/68205deaba59f652577696.png,https://aqarmap.com.eg/en/listing/5899959-for-sale-cairo-new-cairo-compounds-mountain-view-hyde-park/
"APT In Sodic Eastown With Special Price, Ready Now","11,700,000
    EGP","-75,000EGP/m",Greater Cairo  /  Spectrum - Eastown Compound,156m²,2,3,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/6821fedd4effb840416202.jpg,https://aqarmap.com.eg/en/listing/5904007-for-sale-cairo-new-cairo-compounds-eastown-spectrum-eastown-compound/
READY TO MOVE Apartment With prime location resale,"10,500,000
    EGP","-54,687EGP/m",Greater Cairo  /  Centre Ville - Hyde Park Compound	,192m²,4,4,https://img-4.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68513553a444b708173341.jpg,https://aqarmap.com.eg/en/listing/6017418-for-sale-cairo-new-cairo-compounds-hyde-park-centre-ville-hyde-park/
Restaurant For sale in Jazz Mall,"4,875,000
    EGP","-125,000EGP/m",Greater Cairo  /  Jazz Mall,39m²,N/A,N/A,https://img-2.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/681b82af0307f986041486.jpeg,https://aqarmap.com.eg/en/listing/5886192-for-sale-cairo-6th-of-october-hadaeq-october-kmbwnd-fy-hdyq-ktwbr-jazz-mall/
شقة ريسيل باقل من سعر الشركة استلام فورى,"7,175,000
    EGP","-49,143EGP/m",Greater Cairo  /  Taj Sultan - Taj City Compound,146m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/68136d05a96db384556113.jpg,https://aqarmap.com.eg/en/listing/5867714-for-sale-cairo-new-cairo-compounds-tag-city-taj-sultan/
Semi-Finished Apartment in Patio Oro by La Vista Ready to Move KA-RS 67,"7,700,000
    EGP","-46,385EGP/m",Greater Cairo  /  El Patio Oro Compound - La Vista,166m²,3,3,https://img-1.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2505/683b038f927f4821051114.jpeg,https://aqarmap.com.eg/en/listing/5977067-for-sale-cairo-new-cairo-compounds-el-patio-oro/
Commercial For sale in Joudya Mall,"5,586,000
    EGP","-107,423EGP/m",Greater Cairo  /  Joudya Mall,52m²,N/A,N/A,https://img-0.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/684d56cd89826404441006.png,https://aqarmap.com.eg/en/listing/6008403-for-sale-cairo-el-shorouk-compounds-joudya-mall/
Villas For sale in Zaid Ebn Haretha St.,"45,000,000
    EGP","-28,125EGP/m",Greater Cairo  /  Zaid Ebn Haretha St.,1600m²,12,12,https://img-3.aqarmap.com.eg/new-aqarmap-media/search-thumb-webp/2506/68502941b727d026006648.jpeg,https://aqarmap.com.eg/en/listing/6015813-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-a-zaid-ebn-haretha-st/
